id,product,city,category,priority,complaint_date,complaint
7715,Laptop Pro,Bangalore,Software,Low,2025-06-23,My Laptop Pro has an issue: camera blurred.
7716,Earbuds Q,Lucknow,Hardware,Low,2025-02-10,My Earbuds Q has an issue: no sound.
7717,Smartwatch Z,Jaipur,Delivery,Low,2025-01-18,My Smartwatch Z has an issue: device overheating.
7718,Smartwatch Z,Chennai,Hardware,Medium,2025-08-10,My Smartwatch Z has an issue: payment failed.
7719,Phone X,Bangalore,Hardware,Medium,2025-10-17,My Phone X has an issue: wifi disconnects.
7720,Earbuds Q,Bangalore,Hardware,Medium,2025-09-05,My Earbuds Q has an issue: screen not working.
7721,Laptop Pro,Bangalore,Software,High,2025-12-14,My Laptop Pro has an issue: battery drains fast.
7722,Tablet S,Hyderabad,Network,Medium,2025-09-07,My Tablet S has an issue: camera blurred.
7723,Tablet S,Chennai,Network,Low,2025-06-30,My Tablet S has an issue: payment failed.
7724,Tablet S,Delhi,Hardware,Low,2025-08-11,My Tablet S has an issue: wifi disconnects.
7725,Earbuds Q,Chennai,Network,Low,2025-03-02,My Earbuds Q has an issue: shipment lost.
7726,Phone X,Chennai,Network,Low,2025-02-11,My Phone X has an issue: delivery delayed.
7727,Earbuds Q,Lucknow,Delivery,Medium,2025-07-23,My Earbuds Q has an issue: shipment lost.
7728,Phone X,Bangalore,Network,Medium,2025-10-27,My Phone X has an issue: app crashes.
7729,Tablet S,Bangalore,Billing,Medium,2025-12-06,My Tablet S has an issue: device overheating.
7730,Smartwatch Z,Jaipur,Delivery,Low,2025-02-22,My Smartwatch Z has an issue: delivery delayed.
7731,Tablet S,Jaipur,Network,Medium,2025-10-08,My Tablet S has an issue: payment failed.
7732,Phone X,Chennai,Hardware,Low,2025-01-15,My Phone X has an issue: battery drains fast.
7733,Earbuds Q,Jaipur,Software,High,2025-04-29,My Earbuds Q has an issue: wifi disconnects.
7734,Smartwatch Z,Delhi,Network,Medium,2025-05-19,My Smartwatch Z has an issue: delivery delayed.
7735,Laptop Pro,Pune,Hardware,Low,2025-01-24,My Laptop Pro has an issue: battery drains fast.
7736,Laptop Pro,Jaipur,Hardware,High,2025-05-26,My Laptop Pro has an issue: wifi disconnects.
7737,Tablet S,Bangalore,Network,Medium,2025-09-25,My Tablet S has an issue: shipment lost.
7738,Earbuds Q,Hyderabad,Delivery,High,2025-11-18,My Earbuds Q has an issue: app crashes.
7739,Phone X,Jaipur,Network,Medium,2025-12-12,My Phone X has an issue: camera blurred.
7740,Smartwatch Z,Ahmedabad,Hardware,Medium,2025-04-25,My Smartwatch Z has an issue: wifi disconnects.
7741,Smartwatch Z,Bangalore,Software,Low,2025-08-25,My Smartwatch Z has an issue: app crashes.
7742,Smartwatch Z,Bangalore,Delivery,Medium,2025-09-05,My Smartwatch Z has an issue: payment failed.
7743,Phone X,Chennai,Hardware,Medium,2025-05-22,My Phone X has an issue: screen not working.
7744,Laptop Pro,Kolkata,Billing,Low,2025-02-11,My Laptop Pro has an issue: wifi disconnects.
7745,Earbuds Q,Lucknow,Network,Low,2025-04-29,My Earbuds Q has an issue: camera blurred.
7746,Smartwatch Z,Lucknow,Software,Low,2025-09-03,My Smartwatch Z has an issue: app crashes.
7747,Smartwatch Z,Kolkata,Delivery,Low,2025-07-01,My Smartwatch Z has an issue: battery drains fast.
7748,Phone X,Chennai,Billing,Medium,2025-01-25,My Phone X has an issue: battery drains fast.
7749,Tablet S,Chennai,Network,Medium,2025-05-18,My Tablet S has an issue: screen not working.
7750,Laptop Pro,Pune,Network,High,2025-09-06,My Laptop Pro has an issue: shipment lost.
7751,Tablet S,Hyderabad,Software,Low,2025-10-04,My Tablet S has an issue: shipment lost.
7752,Phone X,Kolkata,Billing,Low,2025-07-13,My Phone X has an issue: no sound.
7753,Laptop Pro,Lucknow,Network,Low,2025-10-19,My Laptop Pro has an issue: delivery delayed.
7754,Smartwatch Z,Pune,Delivery,Low,2025-03-13,My Smartwatch Z has an issue: app crashes.
7755,Earbuds Q,Bangalore,Billing,Medium,2025-05-10,My Earbuds Q has an issue: camera blurred.
7756,Tablet S,Chennai,Network,Low,2025-11-25,My Tablet S has an issue: wifi disconnects.
7757,Phone X,Hyderabad,Delivery,Medium,2025-02-06,My Phone X has an issue: screen not working.
7758,Smartwatch Z,Jaipur,Network,Medium,2025-06-05,My Smartwatch Z has an issue: device overheating.
7759,Laptop Pro,Ahmedabad,Billing,Medium,2025-07-22,My Laptop Pro has an issue: payment failed.
7760,Laptop Pro,Mumbai,Software,Medium,2025-08-14,My Laptop Pro has an issue: screen not working.
7761,Phone X,Lucknow,Billing,Medium,2025-05-16,My Phone X has an issue: shipment lost.
7762,Laptop Pro,Kolkata,Network,Low,2025-08-18,My Laptop Pro has an issue: battery drains fast.
7763,Tablet S,Mumbai,Billing,Medium,2025-01-08,My Tablet S has an issue: screen not working.
7764,Phone X,Chennai,Hardware,Low,2025-03-02,My Phone X has an issue: camera blurred.
7765,Smartwatch Z,Pune,Software,Medium,2025-10-06,My Smartwatch Z has an issue: shipment lost.
7766,Earbuds Q,Ahmedabad,Network,Critical,2025-07-20,My Earbuds Q has an issue: payment failed.
7767,Laptop Pro,Bangalore,Delivery,Low,2025-02-17,My Laptop Pro has an issue: app crashes.
7768,Smartwatch Z,Chennai,Delivery,Low,2025-01-18,My Smartwatch Z has an issue: no sound.
7769,Smartwatch Z,Pune,Hardware,Medium,2025-07-20,My Smartwatch Z has an issue: app crashes.
7770,Laptop Pro,Delhi,Software,High,2025-11-06,My Laptop Pro has an issue: battery drains fast.
7771,Laptop Pro,Pune,Billing,Medium,2025-04-08,My Laptop Pro has an issue: delivery delayed.
7772,Laptop Pro,Lucknow,Network,Medium,2025-08-13,My Laptop Pro has an issue: device overheating.
7773,Earbuds Q,Ahmedabad,Network,Low,2025-01-11,My Earbuds Q has an issue: shipment lost.
7774,Earbuds Q,Ahmedabad,Delivery,Medium,2025-05-22,My Earbuds Q has an issue: device overheating.
7775,Tablet S,Bangalore,Network,High,2025-07-23,My Tablet S has an issue: delivery delayed.
7776,Phone X,Bangalore,Delivery,Low,2025-06-23,My Phone X has an issue: wifi disconnects.
7777,Tablet S,Pune,Hardware,Medium,2025-03-20,My Tablet S has an issue: shipment lost.
7778,Phone X,Hyderabad,Software,High,2025-09-28,My Phone X has an issue: app crashes.
7779,Laptop Pro,Pune,Delivery,Low,2025-07-28,My Laptop Pro has an issue: device overheating.
7780,Earbuds Q,Pune,Hardware,Low,2025-07-28,My Earbuds Q has an issue: battery drains fast.
7781,Laptop Pro,Pune,Billing,Low,2025-08-29,My Laptop Pro has an issue: battery drains fast.
7782,Smartwatch Z,Pune,Billing,Medium,2025-04-03,My Smartwatch Z has an issue: device overheating.
7783,Laptop Pro,Lucknow,Network,Medium,2025-06-20,My Laptop Pro has an issue: wifi disconnects.
7784,Laptop Pro,Kolkata,Delivery,Low,2025-08-08,My Laptop Pro has an issue: device overheating.
7785,Earbuds Q,Chennai,Software,High,2025-05-22,My Earbuds Q has an issue: delivery delayed.
7786,Phone X,Bangalore,Delivery,Medium,2025-02-21,My Phone X has an issue: app crashes.
7787,Laptop Pro,Delhi,Delivery,High,2025-09-15,My Laptop Pro has an issue: device overheating.
7788,Tablet S,Chennai,Network,Medium,2025-05-11,My Tablet S has an issue: screen not working.
7789,Laptop Pro,Bangalore,Hardware,Low,2025-06-14,My Laptop Pro has an issue: delivery delayed.
7790,Smartwatch Z,Jaipur,Network,High,2025-11-24,My Smartwatch Z has an issue: payment failed.
7791,Earbuds Q,Bangalore,Software,High,2025-10-23,My Earbuds Q has an issue: no sound.
7792,Earbuds Q,Jaipur,Delivery,Medium,2025-01-12,My Earbuds Q has an issue: battery drains fast.
7793,Tablet S,Chennai,Hardware,Critical,2025-11-24,My Tablet S has an issue: wifi disconnects.
7794,Earbuds Q,Lucknow,Hardware,Medium,2025-06-12,My Earbuds Q has an issue: no sound.
7795,Laptop Pro,Bangalore,Software,Medium,2025-01-29,My Laptop Pro has an issue: screen not working.
7796,Smartwatch Z,Delhi,Network,High,2025-01-01,My Smartwatch Z has an issue: screen not working.
7797,Phone X,Delhi,Network,Low,2025-05-28,My Phone X has an issue: wifi disconnects.
7798,Tablet S,Pune,Software,High,2025-06-28,My Tablet S has an issue: device overheating.
7799,Smartwatch Z,Bangalore,Network,High,2025-06-02,My Smartwatch Z has an issue: device overheating.
7800,Smartwatch Z,Mumbai,Billing,Low,2025-02-20,My Smartwatch Z has an issue: screen not working.
7801,Smartwatch Z,Kolkata,Software,Medium,2025-08-21,My Smartwatch Z has an issue: shipment lost.
7802,Laptop Pro,Pune,Billing,Low,2025-06-03,My Laptop Pro has an issue: wifi disconnects.
7803,Smartwatch Z,Pune,Delivery,Medium,2025-08-31,My Smartwatch Z has an issue: camera blurred.
7804,Laptop Pro,Kolkata,Network,High,2025-03-09,My Laptop Pro has an issue: payment failed.
7805,Laptop Pro,Pune,Software,High,2025-12-22,My Laptop Pro has an issue: wifi disconnects.
7806,Tablet S,Hyderabad,Software,Low,2025-09-23,My Tablet S has an issue: device overheating.
7807,Tablet S,Chennai,Hardware,Low,2025-04-21,My Tablet S has an issue: camera blurred.
7808,Smartwatch Z,Ahmedabad,Software,High,2025-05-02,My Smartwatch Z has an issue: app crashes.
7809,Tablet S,Bangalore,Software,Medium,2025-11-26,My Tablet S has an issue: battery drains fast.
7810,Smartwatch Z,Hyderabad,Delivery,Medium,2025-09-16,My Smartwatch Z has an issue: app crashes.
7811,Phone X,Lucknow,Delivery,Medium,2025-12-10,My Phone X has an issue: screen not working.
7812,Earbuds Q,Bangalore,Delivery,Medium,2025-10-25,My Earbuds Q has an issue: battery drains fast.
7813,Smartwatch Z,Jaipur,Network,High,2025-09-29,My Smartwatch Z has an issue: device overheating.
7814,Smartwatch Z,Delhi,Hardware,Low,2025-05-19,My Smartwatch Z has an issue: wifi disconnects.
7815,Smartwatch Z,Pune,Delivery,Low,2025-12-13,My Smartwatch Z has an issue: battery drains fast.
7816,Earbuds Q,Pune,Billing,High,2025-09-25,My Earbuds Q has an issue: battery drains fast.
7817,Laptop Pro,Kolkata,Delivery,Medium,2025-05-29,My Laptop Pro has an issue: shipment lost.
7818,Smartwatch Z,Jaipur,Billing,Critical,2025-07-09,My Smartwatch Z has an issue: wifi disconnects.
7819,Phone X,Hyderabad,Software,Low,2025-05-26,My Phone X has an issue: battery drains fast.
7820,Tablet S,Lucknow,Delivery,Low,2025-10-11,My Tablet S has an issue: shipment lost.
7821,Laptop Pro,Bangalore,Billing,High,2025-05-11,My Laptop Pro has an issue: screen not working.
7822,Laptop Pro,Kolkata,Billing,High,2025-05-07,My Laptop Pro has an issue: no sound.
7823,Tablet S,Chennai,Billing,Medium,2025-09-17,My Tablet S has an issue: battery drains fast.
7824,Earbuds Q,Lucknow,Billing,High,2025-06-13,My Earbuds Q has an issue: camera blurred.
7825,Earbuds Q,Bangalore,Software,Low,2025-01-21,My Earbuds Q has an issue: screen not working.
7826,Laptop Pro,Jaipur,Hardware,High,2025-09-15,My Laptop Pro has an issue: delivery delayed.
7827,Laptop Pro,Pune,Network,Medium,2025-08-15,My Laptop Pro has an issue: shipment lost.
7828,Laptop Pro,Delhi,Network,High,2025-02-13,My Laptop Pro has an issue: wifi disconnects.
7829,Earbuds Q,Ahmedabad,Network,Medium,2025-07-10,My Earbuds Q has an issue: device overheating.
7830,Tablet S,Mumbai,Software,Low,2025-03-02,My Tablet S has an issue: payment failed.
7831,Phone X,Delhi,Billing,High,2025-01-25,My Phone X has an issue: app crashes.
7832,Earbuds Q,Pune,Billing,High,2025-06-13,My Earbuds Q has an issue: battery drains fast.
7833,Phone X,Ahmedabad,Hardware,Medium,2025-10-19,My Phone X has an issue: no sound.
7834,Laptop Pro,Mumbai,Delivery,High,2025-12-27,My Laptop Pro has an issue: screen not working.
7835,Earbuds Q,Jaipur,Software,Critical,2025-05-05,My Earbuds Q has an issue: battery drains fast.
7836,Earbuds Q,Bangalore,Billing,Low,2025-05-18,My Earbuds Q has an issue: screen not working.
7837,Phone X,Ahmedabad,Delivery,Low,2025-03-01,My Phone X has an issue: wifi disconnects.
7838,Smartwatch Z,Kolkata,Software,Medium,2025-08-09,My Smartwatch Z has an issue: camera blurred.
7839,Laptop Pro,Pune,Network,Low,2025-06-20,My Laptop Pro has an issue: shipment lost.
7840,Smartwatch Z,Pune,Network,Medium,2025-05-05,My Smartwatch Z has an issue: screen not working.
7841,Earbuds Q,Lucknow,Software,High,2026-01-01,My Earbuds Q has an issue: device overheating.
7842,Laptop Pro,Mumbai,Hardware,Low,2025-07-21,My Laptop Pro has an issue: battery drains fast.
7843,Laptop Pro,Jaipur,Software,Medium,2025-09-14,My Laptop Pro has an issue: delivery delayed.
7844,Laptop Pro,Chennai,Network,Medium,2025-06-19,My Laptop Pro has an issue: battery drains fast.
7845,Laptop Pro,Pune,Delivery,Low,2025-11-21,My Laptop Pro has an issue: wifi disconnects.
7846,Tablet S,Pune,Delivery,High,2025-03-25,My Tablet S has an issue: screen not working.
7847,Laptop Pro,Ahmedabad,Software,Medium,2025-04-01,My Laptop Pro has an issue: shipment lost.
7848,Phone X,Chennai,Software,Medium,2025-12-27,My Phone X has an issue: app crashes.
7849,Phone X,Jaipur,Network,Low,2025-06-01,My Phone X has an issue: delivery delayed.
7850,Tablet S,Delhi,Delivery,Medium,2025-03-20,My Tablet S has an issue: battery drains fast.
7851,Phone X,Jaipur,Delivery,Low,2025-11-21,My Phone X has an issue: app crashes.
7852,Smartwatch Z,Ahmedabad,Hardware,Medium,2025-10-02,My Smartwatch Z has an issue: device overheating.
7853,Tablet S,Delhi,Billing,Medium,2025-10-18,My Tablet S has an issue: battery drains fast.
7854,Phone X,Jaipur,Software,Medium,2025-07-10,My Phone X has an issue: screen not working.
7855,Laptop Pro,Bangalore,Network,High,2025-08-18,My Laptop Pro has an issue: shipment lost.
7856,Smartwatch Z,Chennai,Network,Low,2025-01-09,My Smartwatch Z has an issue: app crashes.
7857,Phone X,Chennai,Billing,Low,2025-06-23,My Phone X has an issue: screen not working.
7858,Smartwatch Z,Jaipur,Delivery,Medium,2025-10-20,My Smartwatch Z has an issue: no sound.
7859,Tablet S,Lucknow,Billing,Medium,2025-10-16,My Tablet S has an issue: payment failed.
7860,Smartwatch Z,Jaipur,Hardware,Medium,2025-06-06,My Smartwatch Z has an issue: no sound.
7861,Laptop Pro,Kolkata,Delivery,Medium,2025-05-17,My Laptop Pro has an issue: shipment lost.
7862,Tablet S,Lucknow,Software,High,2025-04-02,My Tablet S has an issue: payment failed.
7863,Laptop Pro,Delhi,Hardware,Medium,2025-10-27,My Laptop Pro has an issue: device overheating.
7864,Tablet S,Bangalore,Billing,Low,2025-07-20,My Tablet S has an issue: delivery delayed.
7865,Earbuds Q,Chennai,Hardware,Medium,2025-01-21,My Earbuds Q has an issue: payment failed.
7866,Smartwatch Z,Kolkata,Delivery,Low,2025-04-18,My Smartwatch Z has an issue: delivery delayed.
7867,Earbuds Q,Pune,Software,Medium,2025-11-17,My Earbuds Q has an issue: no sound.
7868,Earbuds Q,Bangalore,Hardware,Critical,2025-10-20,My Earbuds Q has an issue: no sound.
7869,Smartwatch Z,Chennai,Network,Low,2025-07-06,My Smartwatch Z has an issue: no sound.
7870,Phone X,Mumbai,Network,Low,2025-05-14,My Phone X has an issue: shipment lost.
7871,Phone X,Hyderabad,Network,Medium,2025-04-02,My Phone X has an issue: device overheating.
7872,Laptop Pro,Ahmedabad,Software,Medium,2025-11-27,My Laptop Pro has an issue: no sound.
7873,Phone X,Hyderabad,Network,Medium,2025-01-07,My Phone X has an issue: app crashes.
7874,Phone X,Chennai,Hardware,Medium,2025-10-11,My Phone X has an issue: screen not working.
7875,Smartwatch Z,Bangalore,Billing,Medium,2025-03-08,My Smartwatch Z has an issue: wifi disconnects.
7876,Laptop Pro,Chennai,Software,Medium,2025-10-13,My Laptop Pro has an issue: delivery delayed.
7877,Phone X,Ahmedabad,Hardware,Medium,2025-03-06,My Phone X has an issue: wifi disconnects.
7878,Earbuds Q,Delhi,Delivery,Medium,2025-06-25,My Earbuds Q has an issue: shipment lost.
7879,Smartwatch Z,Mumbai,Delivery,Low,2025-08-07,My Smartwatch Z has an issue: no sound.
7880,Phone X,Jaipur,Network,Low,2025-11-17,My Phone X has an issue: delivery delayed.
7881,Smartwatch Z,Hyderabad,Delivery,High,2025-10-09,My Smartwatch Z has an issue: wifi disconnects.
7882,Phone X,Delhi,Delivery,Medium,2025-09-29,My Phone X has an issue: payment failed.
7883,Laptop Pro,Pune,Hardware,High,2025-04-03,My Laptop Pro has an issue: delivery delayed.
7884,Laptop Pro,Mumbai,Billing,Medium,2025-12-23,My Laptop Pro has an issue: screen not working.
7885,Smartwatch Z,Bangalore,Delivery,Critical,2025-11-15,My Smartwatch Z has an issue: app crashes.
7886,Earbuds Q,Kolkata,Software,Medium,2025-03-04,My Earbuds Q has an issue: no sound.
7887,Smartwatch Z,Hyderabad,Billing,Low,2025-08-25,My Smartwatch Z has an issue: no sound.
7888,Earbuds Q,Bangalore,Billing,High,2025-08-20,My Earbuds Q has an issue: app crashes.
7889,Earbuds Q,Ahmedabad,Delivery,Medium,2025-09-29,My Earbuds Q has an issue: device overheating.
7890,Phone X,Lucknow,Network,Low,2025-02-10,My Phone X has an issue: wifi disconnects.
7891,Smartwatch Z,Ahmedabad,Software,Medium,2025-11-09,My Smartwatch Z has an issue: battery drains fast.
7892,Tablet S,Lucknow,Delivery,Medium,2025-10-20,My Tablet S has an issue: screen not working.
7893,Laptop Pro,Ahmedabad,Billing,Medium,2025-10-13,My Laptop Pro has an issue: delivery delayed.
7894,Laptop Pro,Bangalore,Hardware,High,2025-04-10,My Laptop Pro has an issue: wifi disconnects.
7895,Tablet S,Bangalore,Hardware,High,2025-06-18,My Tablet S has an issue: wifi disconnects.
7896,Earbuds Q,Mumbai,Software,Medium,2025-05-26,My Earbuds Q has an issue: battery drains fast.
7897,Smartwatch Z,Mumbai,Software,Critical,2025-12-29,My Smartwatch Z has an issue: delivery delayed.
7898,Tablet S,Mumbai,Billing,High,2025-06-24,My Tablet S has an issue: no sound.
7899,Phone X,Chennai,Network,High,2025-05-01,My Phone X has an issue: screen not working.
7900,Tablet S,Chennai,Delivery,High,2025-11-28,My Tablet S has an issue: camera blurred.
7901,Laptop Pro,Mumbai,Delivery,Medium,2025-07-09,My Laptop Pro has an issue: app crashes.
7902,Laptop Pro,Hyderabad,Delivery,Critical,2026-01-01,My Laptop Pro has an issue: wifi disconnects.
7903,Smartwatch Z,Bangalore,Billing,Low,2025-07-05,My Smartwatch Z has an issue: battery drains fast.
7904,Earbuds Q,Kolkata,Network,Medium,2025-03-10,My Earbuds Q has an issue: no sound.
7905,Smartwatch Z,Ahmedabad,Billing,Low,2025-03-18,My Smartwatch Z has an issue: camera blurred.
7906,Smartwatch Z,Delhi,Billing,Medium,2025-04-22,My Smartwatch Z has an issue: battery drains fast.
7907,Phone X,Delhi,Network,Low,2025-09-17,My Phone X has an issue: payment failed.
7908,Smartwatch Z,Lucknow,Billing,Low,2025-11-08,My Smartwatch Z has an issue: no sound.
7909,Phone X,Ahmedabad,Hardware,High,2025-07-03,My Phone X has an issue: app crashes.
7910,Smartwatch Z,Jaipur,Delivery,Medium,2025-06-13,My Smartwatch Z has an issue: device overheating.
7911,Tablet S,Bangalore,Software,High,2025-12-16,My Tablet S has an issue: device overheating.
7912,Laptop Pro,Jaipur,Software,Low,2025-06-26,My Laptop Pro has an issue: delivery delayed.
7913,Tablet S,Chennai,Delivery,Low,2025-12-23,My Tablet S has an issue: screen not working.
7914,Earbuds Q,Hyderabad,Hardware,Critical,2025-07-06,My Earbuds Q has an issue: shipment lost.
7915,Laptop Pro,Ahmedabad,Billing,High,2025-01-31,My Laptop Pro has an issue: shipment lost.
7916,Tablet S,Kolkata,Software,Medium,2025-08-12,My Tablet S has an issue: wifi disconnects.
7917,Tablet S,Lucknow,Delivery,Medium,2025-09-19,My Tablet S has an issue: wifi disconnects.
7918,Smartwatch Z,Ahmedabad,Hardware,High,2025-01-13,My Smartwatch Z has an issue: shipment lost.
7919,Smartwatch Z,Kolkata,Delivery,Low,2025-10-13,My Smartwatch Z has an issue: screen not working.
7920,Earbuds Q,Bangalore,Delivery,High,2025-03-05,My Earbuds Q has an issue: shipment lost.
7921,Smartwatch Z,Bangalore,Software,Medium,2025-07-31,My Smartwatch Z has an issue: no sound.
7922,Tablet S,Lucknow,Hardware,High,2025-08-28,My Tablet S has an issue: delivery delayed.
7923,Laptop Pro,Ahmedabad,Billing,Medium,2025-05-26,My Laptop Pro has an issue: delivery delayed.
7924,Phone X,Chennai,Delivery,Medium,2025-10-07,My Phone X has an issue: delivery delayed.
7925,Phone X,Bangalore,Hardware,Low,2025-12-27,My Phone X has an issue: app crashes.
7926,Phone X,Jaipur,Delivery,High,2025-04-16,My Phone X has an issue: screen not working.
7927,Phone X,Kolkata,Software,Medium,2025-12-03,My Phone X has an issue: screen not working.
7928,Phone X,Pune,Billing,Medium,2025-01-04,My Phone X has an issue: battery drains fast.
7929,Smartwatch Z,Delhi,Hardware,High,2025-05-20,My Smartwatch Z has an issue: no sound.
7930,Phone X,Ahmedabad,Delivery,Medium,2025-08-15,My Phone X has an issue: camera blurred.
7931,Phone X,Bangalore,Billing,Low,2025-03-21,My Phone X has an issue: battery drains fast.
7932,Phone X,Bangalore,Software,Medium,2025-07-06,My Phone X has an issue: battery drains fast.
7933,Tablet S,Hyderabad,Delivery,Medium,2025-02-02,My Tablet S has an issue: payment failed.
7934,Laptop Pro,Pune,Billing,Low,2025-12-29,My Laptop Pro has an issue: app crashes.
7935,Phone X,Chennai,Network,Medium,2025-05-24,My Phone X has an issue: app crashes.
7936,Tablet S,Bangalore,Software,Low,2025-09-13,My Tablet S has an issue: no sound.
7937,Smartwatch Z,Jaipur,Billing,Low,2025-02-24,My Smartwatch Z has an issue: screen not working.
7938,Earbuds Q,Kolkata,Billing,Medium,2025-08-29,My Earbuds Q has an issue: delivery delayed.
7939,Smartwatch Z,Mumbai,Billing,Medium,2025-08-26,My Smartwatch Z has an issue: no sound.
7940,Tablet S,Pune,Software,Low,2025-06-04,My Tablet S has an issue: battery drains fast.
7941,Earbuds Q,Hyderabad,Billing,Low,2025-09-01,My Earbuds Q has an issue: camera blurred.
7942,Smartwatch Z,Jaipur,Delivery,Medium,2025-12-30,My Smartwatch Z has an issue: payment failed.
7943,Phone X,Lucknow,Software,Low,2025-12-27,My Phone X has an issue: app crashes.
7944,Phone X,Mumbai,Hardware,Low,2025-08-15,My Phone X has an issue: shipment lost.
7945,Earbuds Q,Chennai,Billing,High,2025-09-06,My Earbuds Q has an issue: device overheating.
7946,Phone X,Lucknow,Network,Low,2025-11-10,My Phone X has an issue: app crashes.
7947,Smartwatch Z,Hyderabad,Delivery,Low,2025-12-23,My Smartwatch Z has an issue: delivery delayed.
7948,Earbuds Q,Mumbai,Hardware,Low,2025-12-15,My Earbuds Q has an issue: device overheating.
7949,Tablet S,Bangalore,Hardware,Medium,2025-06-15,My Tablet S has an issue: delivery delayed.
7950,Smartwatch Z,Lucknow,Network,Low,2025-06-22,My Smartwatch Z has an issue: wifi disconnects.
7951,Tablet S,Bangalore,Delivery,Low,2025-04-19,My Tablet S has an issue: device overheating.
7952,Laptop Pro,Mumbai,Billing,Medium,2025-11-07,My Laptop Pro has an issue: shipment lost.
7953,Phone X,Mumbai,Delivery,Low,2025-02-16,My Phone X has an issue: shipment lost.
7954,Smartwatch Z,Jaipur,Billing,Medium,2025-01-14,My Smartwatch Z has an issue: no sound.
7955,Laptop Pro,Lucknow,Delivery,Medium,2025-02-19,My Laptop Pro has an issue: wifi disconnects.
7956,Phone X,Bangalore,Billing,Low,2025-01-07,My Phone X has an issue: app crashes.
7957,Smartwatch Z,Delhi,Network,Medium,2025-05-17,My Smartwatch Z has an issue: shipment lost.
7958,Tablet S,Delhi,Billing,Low,2025-03-03,My Tablet S has an issue: wifi disconnects.
7959,Phone X,Pune,Software,Medium,2025-04-14,My Phone X has an issue: screen not working.
7960,Earbuds Q,Ahmedabad,Billing,High,2025-04-09,My Earbuds Q has an issue: payment failed.
7961,Smartwatch Z,Pune,Network,Medium,2025-08-31,My Smartwatch Z has an issue: camera blurred.
7962,Laptop Pro,Hyderabad,Billing,High,2025-10-07,My Laptop Pro has an issue: payment failed.
7963,Phone X,Mumbai,Billing,Low,2025-07-08,My Phone X has an issue: app crashes.
7964,Tablet S,Pune,Software,Low,2025-03-15,My Tablet S has an issue: camera blurred.
7965,Phone X,Chennai,Network,Low,2025-10-04,My Phone X has an issue: battery drains fast.
7966,Earbuds Q,Bangalore,Software,High,2025-05-11,My Earbuds Q has an issue: camera blurred.
7967,Phone X,Jaipur,Billing,Low,2025-04-20,My Phone X has an issue: screen not working.
7968,Earbuds Q,Bangalore,Network,Medium,2025-06-02,My Earbuds Q has an issue: no sound.
7969,Laptop Pro,Mumbai,Delivery,Medium,2025-01-18,My Laptop Pro has an issue: screen not working.
7970,Earbuds Q,Lucknow,Software,Low,2025-09-05,My Earbuds Q has an issue: shipment lost.
7971,Phone X,Jaipur,Network,Low,2025-10-12,My Phone X has an issue: device overheating.
7972,Laptop Pro,Pune,Delivery,Low,2025-10-17,My Laptop Pro has an issue: camera blurred.
7973,Tablet S,Ahmedabad,Delivery,Medium,2025-05-26,My Tablet S has an issue: battery drains fast.
7974,Phone X,Delhi,Hardware,Medium,2025-11-20,My Phone X has an issue: screen not working.
7975,Phone X,Lucknow,Software,Low,2025-04-27,My Phone X has an issue: camera blurred.
7976,Laptop Pro,Ahmedabad,Network,Medium,2025-05-23,My Laptop Pro has an issue: wifi disconnects.
7977,Earbuds Q,Bangalore,Software,Medium,2025-03-30,My Earbuds Q has an issue: no sound.
7978,Tablet S,Bangalore,Billing,Medium,2025-12-01,My Tablet S has an issue: camera blurred.
7979,Laptop Pro,Bangalore,Network,High,2025-05-30,My Laptop Pro has an issue: shipment lost.
7980,Laptop Pro,Jaipur,Software,High,2025-02-03,My Laptop Pro has an issue: shipment lost.
7981,Earbuds Q,Mumbai,Delivery,High,2025-05-30,My Earbuds Q has an issue: payment failed.
7982,Phone X,Pune,Billing,High,2025-10-09,My Phone X has an issue: app crashes.
7983,Smartwatch Z,Bangalore,Network,Medium,2025-03-14,My Smartwatch Z has an issue: screen not working.
7984,Earbuds Q,Kolkata,Network,High,2025-05-19,My Earbuds Q has an issue: app crashes.
7985,Phone X,Mumbai,Network,Low,2025-08-08,My Phone X has an issue: payment failed.
7986,Smartwatch Z,Lucknow,Billing,Medium,2025-01-28,My Smartwatch Z has an issue: shipment lost.
7987,Laptop Pro,Ahmedabad,Software,High,2025-08-11,My Laptop Pro has an issue: payment failed.
7988,Laptop Pro,Bangalore,Billing,Medium,2025-12-16,My Laptop Pro has an issue: battery drains fast.
7989,Laptop Pro,Hyderabad,Billing,High,2025-07-29,My Laptop Pro has an issue: device overheating.
7990,Tablet S,Chennai,Software,Medium,2025-10-13,My Tablet S has an issue: delivery delayed.
7991,Earbuds Q,Lucknow,Delivery,Medium,2025-10-09,My Earbuds Q has an issue: shipment lost.
7992,Phone X,Ahmedabad,Hardware,Low,2025-11-26,My Phone X has an issue: app crashes.
7993,Earbuds Q,Jaipur,Hardware,Low,2025-10-09,My Earbuds Q has an issue: battery drains fast.
7994,Smartwatch Z,Delhi,Billing,Low,2025-12-05,My Smartwatch Z has an issue: battery drains fast.
7995,Smartwatch Z,Delhi,Network,High,2025-07-26,My Smartwatch Z has an issue: screen not working.
7996,Tablet S,Delhi,Network,Low,2025-02-10,My Tablet S has an issue: battery drains fast.
